170,10
180,10
190,10
200,10
210,10
220,10
220,20
210,20
200,20
190,20
180,20
170,20
110,30
120,30
130,30
140,30
150,30
160,30
170,30
180,30
190,30
200,30
210,30
220,30
220,40
210,40
200,40
190,40
180,40
170,40
160,40
150,40
140,40
130,40
120,40
110,40
100,40
90,40
80,40
70,40
60,40
50,40
40,40
40,50
50,50
60,50
70,50
80,50
90,50
100,50
110,50
120,50
130,50
140,50
150,50
160,50
170,50
180,50
190,50
200,50
210,50
220,50
200,60
190,60
180,60
170,60
160,60
150,60
140,60
130,60
120,60
110,60
100,60
90,60
80,60
70,60
60,60
50,60
40,60
40,70
50,70
60,70
70,70
80,70
90,70
100,70
110,70
120,70
130,70
140,70
150,70
160,70
170,70
180,70
190,70
200,70
200,80
190,80
180,80
170,80
160,80
150,80
140,80
130,80
120,80
110,80
100,80
90,80
80,80
70,80
60,80
50,80
40,80
40,90
50,90
60,90
70,90
80,90
90,90
100,90
110,90
120,90
130,90
140,90
150,90
160,90
170,90
180,90
190,90
200,90
200,100
190,100
180,100
170,100
160,100
150,100
140,100
130,100
120,100
110,100
100,100
90,100
80,100
70,100
60,100
50,100
40,100
30,100
20,100
20,110
30,110
40,110
50,110
60,110
70,110
80,110
90,110
100,110
110,110
120,110
130,110
140,110
150,110
160,110
170,110
180,110
190,110
200,110
50,120
50,130
50,140
50,150
50,160
50,170
50,180
50,190
50,200
50,210
50,220
50,230
50,240
50,250
50,260
50,270
50,280
50,290
50,300
50,310
50,320
50,330
50,340
50,350
50,360
50,370
50,380
50,390
50,400
50,410
40,410
40,400
40,390
40,380
40,370
40,360
40,350
40,340
40,330
40,320
40,310
40,300
40,290
40,280
40,270
40,260
40,250
40,240
40,230
40,220
40,210
40,200
40,190
40,180
40,170
40,160
40,150
40,140
40,130
40,120
30,120
30,130
30,140
30,150
30,160
30,170
30,180
30,190
30,200
30,210
30,220
30,230
30,240
30,250
30,260
30,270
30,280
30,290
30,300
30,310
30,320
30,330
30,340
30,350
30,360
30,370
30,380
30,390
30,400
30,410
20,410
20,400
20,390
20,380
20,370
20,360
20,350
20,340
20,330
20,320
20,310
20,300
20,290
20,280
20,270
20,260
20,250
20,240
20,230
20,220
20,210
20,200
20,190
20,180
20,170
20,160
20,150
20,140
20,130
20,120
10,120
10,130
10,140
10,150
10,160
10,170
10,180
10,190
10,200
10,210
10,220
10,230
10,240
10,250
10,260
10,270
10,280
10,290
10,300
10,310
10,320
10,330
10,340
10,350
10,360
10,370
10,380
10,390
10,400
10,410
60,370
70,370
80,370
90,370
100,370
110,370
120,370
130,370
140,370
150,370
160,370
170,370
170,380
160,380
150,380
140,380
130,380
120,380
110,380
100,380
90,380
80,380
70,380
60,380
60,390
70,390
80,390
90,390
100,390
110,390
120,390
130,390
140,390
150,390
160,390
170,390
170,400
160,400
150,400
140,400
130,400
120,400
110,400
100,400
90,400
80,400
70,400
60,400
120,360
130,360
140,360
150,360
150,350
140,350
130,350
120,350
110,350
110,340
120,340
130,340
140,340
150,340
150,330
140,330
130,330
120,330
110,330
110,320
120,320
130,320
140,320
150,320
120,310
120,300
120,290
120,280
120,270
120,260
120,250
120,240
130,240
130,250
130,260
130,270
130,280
130,290
130,300
130,310
140,310
140,300
140,290
140,280
140,270
140,260
140,250
140,240
150,240
150,250
150,260
150,270
150,280
150,290
150,300
150,310
160,240
170,240
180,240
190,240
200,240
210,240
210,250
200,250
190,250
180,250
170,250
160,250
160,260
170,260
180,260
190,260
200,260
210,260
60,410
70,410
80,410
90,410
100,410
110,410
110,420
100,420
90,420
80,420
70,420
60,420
60,430
70,430
80,430
90,430
100,430
110,430
110,440
100,440
90,440
80,440
70,440
60,440
60,450
70,450
80,450
90,450
100,450
110,450
110,460
100,460
90,460
80,460
70,460
60,460
10,470
20,470
30,470
40,470
50,470
60,470
70,470
80,470
90,470
100,470
110,470
110,480
100,480
90,480
80,480
70,480
60,480
50,480
40,480
30,480
20,480
10,480
10,490
20,490
30,490
40,490
50,490
60,490
70,490
80,490
90,490
100,490
110,490
110,500
100,500
90,500
80,500
70,500
60,500
50,500
40,500
30,500
20,500
10,500
10,510
20,510
30,510
40,510
50,510
60,510
70,510
80,510
90,510
100,510
110,510
110,520
100,520
90,520
80,520
70,520
60,520
50,520
40,520
30,520
20,520
10,520
120,460
130,460
140,460
150,460
160,460
170,460
170,470
160,470
150,470
140,470
130,470
120,470
120,480
130,480
140,480
150,480
160,480
170,480
170,490
160,490
150,490
140,490
130,490
120,490
120,500
130,500
140,500
150,500
160,500
170,500
170,510
160,510
